,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
4128,37648,0.108095556,26.45220218,27.53315775,-999,453549.3307,1,1,0.191815928,PCALoadCen,13,192.0672,112.0727513,112.0727513,6.0021,-840469.324,-1541337.13,406
4129,37648,0.107675195,27.30429411,28.38104606,-999,469980.863,1,1,0.192562267,PCALoadCen,13,265.4208,116.2623312,116.2623312,8.2944,-840469.324,-1532697.13,406
4130,37648,0.107563697,26.95566572,28.03130269,-999,464460.9282,1,1,0.192761853,PCALoadCen,13,265.1616,114.8549026,114.8549026,8.2863,-840469.324,-1535577.13,406
4131,37648,0.107687101,27.63040873,28.70727974,-999,475541.5136,1,1,0.192540944,PCALoadCen,13,265.4208,117.6801411,117.6801411,8.2944,-840469.324,-1529817.13,406
4132,37648,0.107727617,27.96628221,29.04355838,-999,481141.426,1,1,0.192468643,PCALoadCen,13,265.4208,119.1079618,119.1079618,8.2944,-840469.324,-1526937.13,406
4133,37648,0.107876062,28.33297035,29.41173098,-999,486779.2052,1,1,0.19220376,PCALoadCen,13,265.1616,120.5454373,120.5454373,8.2863,-840469.324,-1524057.13,406
4134,37648,0.107901454,28.66985806,29.7488726,-999,492453.5126,1,1,0.192159414,PCALoadCen,13,252.4608,121.9922266,121.9922266,7.8894,-840469.324,-1521177.13,406
4135,37648,0.108307689,29.11118555,30.19426244,-999,498163.0638,1,1,0.191440403,PCALoadCen,13,172.6272,123.448002,123.448002,5.3946,-840469.324,-1518297.13,406
4136,37648,0.10822358,29.42400214,30.50623794,-999,503906.6265,1,1,0.191588879,PCALoadCen,13,83.4624,124.9124494,124.9124494,2.6082,-840469.324,-1515417.13,406
4137,37648,0.108109854,29.730253,30.81135154,-999,509683.0186,1,1,0.191788927,PCALoadCen,13,111.9744,126.3852674,126.3852674,3.4992,-840469.324,-1512537.13,406
4138,37648,0.108377181,30.14353642,31.22730822,-999,515491.1056,1,1,0.191314965,PCALoadCen,13,264.384,127.8661667,127.8661667,8.262,-840469.324,-1509657.13,406
4139,37648,0.108230203,30.44361441,31.52591644,-999,521329.7989,1,1,0.191574767,PCALoadCen,13,265.4208,129.3548697,129.3548697,8.2944,-840469.324,-1506777.13,406
4140,37648,0.108321026,30.8121165,31.89532676,-999,527198.0539,1,1,0.191414237,PCALoadCen,13,265.4208,130.8511101,130.8511101,8.2944,-840469.324,-1503897.13,406
4141,37648,0.108354822,31.16648532,32.25003354,-999,533094.868,1,1,0.191354483,PCALoadCen,13,265.4208,132.3546323,132.3546323,8.2944,-840469.324,-1501017.13,406
4142,37648,0.108472295,32.59616615,33.6808891,-999,556949.038,1,1,0.191148505,PCALoadCen,13,255.312,138.4367767,138.4367767,7.9785,-840469.324,-1489497.13,406
4143,37648,0.108204864,32.86761337,33.94966201,-999,562974.9597,1,1,0.191620901,PCALoadCen,13,66.096,139.9732177,139.9732177,2.0655,-840469.324,-1486617.13,406
4144,37648,0.10830985,31.49969815,32.58279665,-999,539019.2789,1,1,0.191434354,PCALoadCen,12,12.96,133.865191,133.865191,0.405,-840469.324,-1498137.13,406
4145,37648,0.10830985,31.49969815,32.58279665,-999,539019.2789,1,1,0.191434354,PCALoadCen,13,252.4608,133.865191,133.865191,7.8894,-840469.324,-1498137.13,406
4146,37648,0.108888842,32.01755535,33.10644377,-999,544970.3629,1,1,0.190417424,PCALoadCen,12,195.1776,135.3825505,135.3825505,6.0993,-840469.324,-1495257.13,406
4147,37648,0.108888842,32.01755535,33.10644377,-999,544970.3629,1,1,0.190417424,PCALoadCen,13,69.2064,135.3825505,135.3825505,2.1627,-840469.324,-1495257.13,406
4148,37648,0.108689383,32.30958356,33.39647738,-999,550947.2332,1,1,0.190765843,PCALoadCen,12,29.0304,136.9064847,136.9064847,0.9072,-840469.324,-1492377.13,406
4149,37648,0.108689383,32.30958356,33.39647738,-999,550947.2332,1,1,0.190765843,PCALoadCen,13,224.208,136.9064847,136.9064847,7.0065,-840469.324,-1492377.13,406
4150,37200,0.10859973,15.22935996,16.31535726,-999,259907.2242,1,1,0.190923184,LoadCen,12,0.2592,66.26905257,66.26905257,0.0081,-840469.324,-1483737.13,406
4151,37648,0.10859973,33.34218427,34.42818157,-999,569024.2128,1,1,0.190923184,PCALoadCen,13,144.1152,141.5156075,141.5156075,4.5036,-840469.324,-1483737.13,406
4152,37648,0.108818404,33.76584949,34.85403353,-999,575096.0425,1,1,0.190539345,PCALoadCen,12,246.7584,143.0637538,143.0637538,7.7112,-840469.324,-1480857.13,406
4153,37648,0.108818404,33.76584949,34.85403353,-999,575096.0425,1,1,0.190539345,PCALoadCen,13,18.6624,143.0637538,143.0637538,0.5832,-840469.324,-1480857.13,406
4154,37648,0.108816259,34.12296849,35.21113107,-999,581189.7238,1,1,0.190543041,PCALoadCen,12,264.9024,144.6174717,144.6174717,8.2782,-840469.324,-1477977.13,406
4155,37648,0.108807437,34.47919094,35.56726531,-999,587304.56,1,1,0.190558478,PCALoadCen,12,203.7312,146.1765834,146.1765834,6.3666,-840469.324,-1475097.13,406
4156,37648,0.108808987,34.83987624,35.92796611,-999,593439.8814,1,1,0.190555766,PCALoadCen,12,45.36,147.7409182,147.7409182,1.4175,-840469.324,-1472217.13,406
4157,35231,0.114615075,8.761713976,9.907864729,-999,141695.1134,1,1,0.180920497,PCALoadCen,12,87.8688,32.55867247,32.55867247,2.7459,-843349.324,-1835097.13,451
4158,35231,0.112670489,8.610494533,9.73719942,-999,141648.9569,1,1,0.184037894,PCALoadCen,12,52.8768,32.54690385,32.54690385,1.6524,-843349.324,-1832217.13,451
4159,35231,0.118595272,9.138548284,10.32450101,-999,142938.6638,1,1,0.174982443,PCALoadCen,11,33.1776,32.87574294,32.87574294,1.0368,-843349.324,-1840857.13,451
4160,35231,0.118595272,9.138548284,10.32450101,-999,142938.6638,1,1,0.174982443,PCALoadCen,12,86.3136,32.87574294,32.87574294,2.6973,-843349.324,-1840857.13,451
4161,35231,0.11659696,8.936728699,10.10269829,-999,142126.3033,1,1,0.177917168,PCALoadCen,11,13.2192,32.6686138,32.6686138,0.4131,-843349.324,-1837977.13,451
4162,35231,0.11659696,8.936728699,10.10269829,-999,142126.3033,1,1,0.177917168,PCALoadCen,12,114.5664,32.6686138,32.6686138,3.5802,-843349.324,-1837977.13,451
4163,35231,0.111720853,8.558972986,9.676181511,-999,141988.2503,1,1,0.185589209,PCALoadCen,12,9.3312,32.63341414,32.63341414,0.2916,-843349.324,-1829337.13,451
4164,35231,0.111501783,8.651606551,9.766624382,-999,143807.6641,1,1,0.185954735,PCALoadCen,12,43.2864,33.09731363,33.09731363,1.3527,-843349.324,-1823577.13,451
4165,35231,0.111687645,8.599922905,9.716799358,-999,142709.9453,1,1,0.185644314,PCALoadCen,12,30.0672,32.81742614,32.81742614,0.9396,-843349.324,-1826457.13,451
4166,35231,0.111140482,8.711421813,9.822826635,-999,145271.9737,1,1,0.186558381,PCALoadCen,12,40.4352,33.47067153,33.47067153,1.2636,-843349.324,-1820697.13,451
4167,35231,0.109697863,8.980597434,10.07757607,-999,151732.9527,1,1,0.189015165,PCALoadCen,12,29.5488,35.11803995,35.11803995,0.9234,-843349.324,-1812057.13,451
4168,35231,0.110299967,8.882252876,9.985252549,-999,149249.7667,1,1,0.187980369,PCALoadCen,12,3.888,34.48489717,34.48489717,0.1215,-843349.324,-1814937.13,451
4169,35231,0.110962413,8.806307428,9.91593156,-999,147090.7748,1,1,0.186858803,PCALoadCen,12,11.9232,33.93441479,33.93441479,0.3726,-843349.324,-1817817.13,451
4170,35231,0.109230749,9.10692925,10.19923674,-999,154523.1473,1,1,0.189820692,PCALoadCen,12,71.7984,35.82946133,35.82946133,2.2437,-843349.324,-1809177.13,451
4171,35231,0.108265378,9.402061094,10.48471487,-999,160952.7057,1,1,0.191512525,PCALoadCen,13,6.48,37.46881839,37.46881839,0.2025,-843349.324,-1803417.13,451
4172,35231,0.108908415,9.261027196,10.35011134,-999,157602.4562,1,1,0.190381959,PCALoadCen,12,37.584,36.61459872,36.61459872,1.1745,-843349.324,-1806297.13,451
4173,35231,0.108908415,9.261027196,10.35011134,-999,157602.4562,1,1,0.190381959,PCALoadCen,13,1.0368,36.61459872,36.61459872,0.0324,-843349.324,-1806297.13,451
4174,35231,0.108172931,9.604326867,10.68605617,-999,164555.8096,1,1,0.191676229,PCALoadCen,13,3.6288,38.38750883,38.38750883,0.1134,-843349.324,-1800537.13,451
4175,35231,0.107563339,9.772854124,10.84848752,-999,168394.0664,1,1,0.192764625,PCALoadCen,13,5.4432,39.36615665,39.36615665,0.1701,-843349.324,-1797657.13,451
4176,35231,0.107538603,10.00598193,11.08136797,-999,172450.388,1,1,0.192808613,PCALoadCen,13,19.6992,40.40040489,40.40040489,0.6156,-843349.324,-1794777.13,451
4177,35231,0.107044786,10.20605624,11.2765041,-999,176708.4662,1,1,0.19369632,PCALoadCen,13,23.5872,41.48609542,41.48609542,0.7371,-843349.324,-1791897.13,451
4178,35231,0.106573693,10.41653932,11.48227625,-999,181150.856,1,1,0.194553435,PCALoadCen,13,28.2528,42.61878022,42.61878022,0.8829,-843349.324,-1789017.13,451
4179,35231,0.106487907,10.67312046,11.73799953,-999,185761.7265,1,1,0.194709346,PCALoadCen,13,5.184,43.79442286,43.79442286,0.162,-843349.324,-1786137.13,451
4180,35231,0.106626436,10.96137483,12.02763919,-999,190531.2847,1,1,0.194456846,PCALoadCen,13,187.4016,45.01052645,45.01052645,5.8563,-843349.324,-1783257.13,451
4181,35231,0.106930174,11.2762342,12.34553594,-999,195447.0174,1,1,0.193904072,PCALoadCen,13,62.4672,46.2639004,46.2639004,1.9521,-843349.324,-1780377.13,451
4182,35231,0.107652634,11.64575129,12.72227763,-999,200497.366,1,1,0.192603037,PCALoadCen,13,25.92,47.55159767,47.55159767,0.81,-843349.324,-1777497.13,451
4183,35231,0.107576594,11.93784464,13.01361058,-999,205671.6901,1,1,0.192739427,PCALoadCen,13,26.9568,48.87090517,48.87090517,0.8424,-843349.324,-1774617.13,451
4184,35231,0.107388824,12.22344459,13.29733283,-999,210960.2189,1,1,0.193076283,PCALoadCen,13,11.4048,50.2193317,50.2193317,0.3564,-843349.324,-1771737.13,451
4185,35231,0.107186384,12.51237438,13.58423823,-999,216353.9985,1,1,0.193440393,PCALoadCen,13,2.8512,51.5945942,51.5945942,0.0891,-843349.324,-1768857.13,451
4186,35231,0.105850361,12.66959514,13.72809875,-999,221844.8348,1,1,0.195888326,PCALoadCen,13,1.5552,52.99460347,52.99460347,0.0486,-843349.324,-1765977.13,451
4187,35231,0.106039681,13.01182248,14.07221929,-999,227425.2371,1,1,0.195534095,PCALoadCen,13,0.7776,54.41744955,54.41744955,0.0243,-843349.324,-1763097.13,451
4188,35231,0.106908403,13.44515646,14.51424049,-999,233088.3615,1,1,0.193944156,PCALoadCen,13,119.232,55.86138742,55.86138742,3.726,-843349.324,-1760217.13,451
4189,35231,0.107012212,13.7896585,14.85978063,-999,238827.957,1,1,0.193755314,PCALoadCen,13,258.1632,57.32482329,57.32482329,8.0676,-843349.324,-1757337.13,451
4190,35231,0.107109264,14.1379538,15.20904644,-999,244638.3146,1,1,0.193579733,PCALoadCen,13,265.1616,58.80630152,58.80630152,8.2863,-843349.324,-1754457.13,451
4191,35231,0.10713473,14.4809596,15.55230689,-999,250514.2191,1,1,0.193533882,PCALoadCen,13,262.3104,60.30449239,60.30449239,8.1972,-843349.324,-1751577.13,451
4192,35231,0.106867857,14.78706221,15.85574078,-999,256450.9051,1,1,0.19401902,PCALoadCen,13,177.8112,61.8181808,61.8181808,5.5566,-843349.324,-1748697.13,451
4193,35231,0.106645443,15.10108884,16.16754326,-999,262444.0153,1,1,0.194424227,PCALoadCen,13,146.9664,63.3462558,63.3462558,4.5927,-843349.324,-1745817.13,451
4194,35231,0.106843203,15.4777545,16.54618653,-999,268489.5634,1,1,0.194062412,PCALoadCen,13,245.2032,64.88770101,64.88770101,7.6626,-843349.324,-1742937.13,451
4195,35231,0.10731896,15.89961535,16.97280495,-999,274583.8998,1,1,0.193201467,PCALoadCen,13,130.896,66.44158587,66.44158587,4.0905,-843349.324,-1740057.13,451
4196,35231,0.107316695,16.25479839,17.32796534,-999,280723.6802,1,1,0.193205476,PCALoadCen,13,84.7584,68.00705768,68.00705768,2.6487,-843349.324,-1737177.13,451
4197,35231,0.107256971,16.6034938,17.67606351,-999,286905.8375,1,1,0.19331336,PCALoadCen,13,27.216,69.5833344,69.5833344,0.8505,-843349.324,-1734297.13,451
4198,35231,0.106862873,16.9012114,17.96984013,-999,293127.556,1,1,0.194026381,PCALoadCen,13,23.328,71.16969812,71.16969812,0.729,-843349.324,-1731417.13,451
4199,35231,0.106774002,17.24765667,18.31539669,-999,299386.2483,1,1,0.194188595,PCALoadCen,13,4.1472,72.76548912,72.76548912,0.1296,-843349.324,-1728537.13,451
4200,35231,0.107141003,17.67079691,18.74220694,-999,305679.5343,1,1,0.193522826,PCALoadCen,13,26.9568,74.37010054,74.37010054,0.8424,-843349.324,-1725657.13,451
4201,35231,0.107149236,18.03787245,19.10936481,-999,312005.2223,1,1,0.19350782,PCALoadCen,13,229.1328,75.98297357,75.98297357,7.1604,-843349.324,-1722777.13,451
4202,37648,0.107127756,18.29394608,19.36522364,-999,316498.112,1,1,0.193546668,PCALoadCen,13,215.3952,77.12853441,77.12853441,6.7311,-843349.324,-1719897.13,451
4203,37648,0.107081935,23.52145717,24.59227652,-999,407110.9487,1,1,0.193629056,PCALoadCen,13,54.9504,100.2322664,100.2322664,1.7172,-843349.324,-1570137.13,406
4204,37648,0.10703896,24.07367056,25.14406016,-999,416836.4624,1,1,0.193707019,PCALoadCen,13,265.4208,102.7119996,102.7119996,8.2944,-843349.324,-1564377.13,406
4205,37648,0.107092552,23.80290853,24.87383405,-999,411941.5231,1,1,0.193609878,PCALoadCen,13,259.7184,101.4639274,101.4639274,8.1162,-843349.324,-1567257.13,406
4206,37648,0.106915623,24.62129975,25.69045598,-999,426810.2472,1,1,0.193930373,PCALoadCen,13,263.088,105.255035,105.255035,8.2215,-843349.324,-1558617.13,406
4207,37648,0.106864929,24.3203669,25.3890162,-999,421793.4488,1,1,0.194022313,PCALoadCen,13,264.9024,103.9758921,103.9758921,8.2782,-843349.324,-1561497.13,406
4208,37648,0.106945537,24.92099689,25.99045226,-999,431884.7033,1,1,0.193876147,PCALoadCen,13,264.9024,106.548879,106.548879,8.2782,-843349.324,-1555737.13,406
4209,37648,0.107023269,25.53459285,26.60482554,-999,442198.3663,1,1,0.193735927,PCALoadCen,13,264.9024,109.1785738,109.1785738,8.2782,-843349.324,-1549977.13,406
4210,37648,0.106941476,25.21606338,26.28547815,-999,437014.7423,1,1,0.193883464,PCALoadCen,13,260.7552,107.856895,107.856895,8.1486,-843349.324,-1552857.13,406
4211,37648,0.107541308,25.96201615,27.03742923,-999,447433.6528,1,1,0.192802295,PCALoadCen,13,158.8896,110.513425,110.513425,4.9653,-843349.324,-1547097.13,406
4212,37648,0.107552215,26.2713848,27.34690696,-999,452718.7524,1,1,0.192782447,PCALoadCen,13,57.2832,111.8609772,111.8609772,1.7901,-843349.324,-1544217.13,406
4213,37648,0.107706726,26.61904943,27.69611669,-999,458051.8864,1,1,0.192505926,PCALoadCen,13,182.736,113.2207768,113.2207768,5.7105,-843349.324,-1541337.13,406
4214,37648,0.107677586,26.92437896,28.00115482,-999,463431.3449,1,1,0.19255805,PCALoadCen,13,264.6432,114.5923878,114.5923878,8.2701,-843349.324,-1538457.13,406
4215,37648,0.107539587,27.20460934,28.28000521,-999,468855.4842,1,1,0.192805082,PCALoadCen,13,265.4208,115.9753912,115.9753912,8.2944,-843349.324,-1535577.13,406
4216,37648,0.107699752,27.56282512,28.63982264,-999,474322.7249,1,1,0.192518368,PCALoadCen,13,265.4208,117.3693842,117.3693842,8.2944,-843349.324,-1532697.13,406
4217,37648,0.107454538,27.81930285,28.89384824,-999,479831.5494,1,1,0.192958772,PCALoadCen,13,265.1616,118.77398,118.77398,8.2863,-843349.324,-1529817.13,406
4218,37648,0.107677139,28.1992401,29.27601149,-999,485380.4999,1,1,0.19256036,PCALoadCen,13,265.1616,120.1888067,120.1888067,8.2863,-843349.324,-1526937.13,406
4219,37648,0.107876912,28.57700195,29.65577107,-999,490968.1757,1,1,0.19220233,PCALoadCen,13,265.4208,121.6135073,121.6135073,8.2944,-843349.324,-1524057.13,406
4220,37648,0.107743755,28.86875016,29.94618771,-999,496593.2318,1,1,0.19243975,PCALoadCen,13,255.312,123.0477389,123.0477389,7.9785,-843349.324,-1521177.13,406
4221,37648,0.108531386,29.74480045,30.83011431,-999,507950.3684,1,1,0.191043466,PCALoadCen,13,240.0192,125.9434902,125.9434902,7.5006,-843349.324,-1515417.13,406
4222,37648,0.10863328,29.43876016,30.52509296,-999,502254.3764,1,1,0.19086495,PCALoadCen,13,208.1376,124.4911719,124.4911719,6.5043,-843349.324,-1518297.13,406
4223,37648,0.108338699,30.02695125,31.11033824,-999,513680.0163,1,1,0.191383019,PCALoadCen,13,104.1984,127.4043897,127.4043897,3.2562,-843349.324,-1512537.13,406
4224,37648,0.108346038,30.36556562,31.44902599,-999,519442.1754,1,1,0.191371739,PCALoadCen,12,15.8112,128.8735786,128.8735786,0.4941,-843349.324,-1509657.13,406
4225,37648,0.108346038,30.36556562,31.44902599,-999,519442.1754,1,1,0.191371739,PCALoadCen,13,217.728,128.8735786,128.8735786,6.804,-843349.324,-1509657.13,406
4226,37648,0.109339118,30.98521068,32.07860186,-999,525235.7466,1,1,0.189636439,PCALoadCen,12,215.6544,130.3507768,130.3507768,6.7392,-843349.324,-1506777.13,406
4227,37648,0.109339118,30.98521068,32.07860186,-999,525235.7466,1,1,0.189636439,PCALoadCen,13,49.7664,130.3507768,130.3507768,1.5552,-843349.324,-1506777.13,406
4228,37648,0.108562239,31.10648476,32.19210715,-999,531059.6737,1,1,0.19099164,PCALoadCen,12,36.5472,131.8357149,131.8357149,1.1421,-843349.324,-1503897.13,406
4229,37648,0.108562239,31.10648476,32.19210715,-999,531059.6737,1,1,0.19099164,PCALoadCen,13,228.8736,131.8357149,131.8357149,7.1523,-843349.324,-1503897.13,406
4230,37648,0.108375408,31.3956631,32.47941718,-999,536912.9427,1,1,0.191318154,PCALoadCen,13,265.4208,133.3281343,133.3281343,8.2944,-843349.324,-1501017.13,406
4231,37648,0.108182311,32.72201626,33.80383937,-999,560600.5137,1,1,0.19166173,PCALoadCen,13,265.1616,139.3678005,139.3678005,8.2863,-843349.324,-1489497.13,406
4232,37648,0.108972296,32.26164112,33.35136408,-999,548703.6469,1,1,0.190271333,PCALoadCen,12,226.2816,136.3344332,136.3344332,7.0713,-843349.324,-1495257.13,406
4233,37648,0.108972296,32.26164112,33.35136408,-999,548703.6469,1,1,0.190271333,PCALoadCen,13,27.7344,136.3344332,136.3344332,0.8667,-843349.324,-1495257.13,406
4234,37648,0.108424164,31.75365825,32.8378999,-999,542794.5792,1,1,0.191233382,PCALoadCen,12,41.7312,134.8277866,134.8277866,1.3041,-843349.324,-1498137.13,406
4235,37648,0.108424164,31.75365825,32.8378999,-999,542794.5792,1,1,0.191233382,PCALoadCen,13,223.4304,134.8277866,134.8277866,6.9822,-843349.324,-1498137.13,406
4236,37648,0.107925013,32.99314018,34.07239031,-999,566586.6178,1,1,0.192116484,PCALoadCen,13,182.4768,140.8940892,140.8940892,5.7024,-843349.324,-1486617.13,406
4237,37648,0.108725384,32.53691619,33.62417002,-999,554639.2466,1,1,0.190702409,PCALoadCen,12,14.7744,137.8478446,137.8478446,0.4617,-843349.324,-1492377.13,406
4238,37648,0.108725384,32.53691619,33.62417002,-999,554639.2466,1,1,0.190702409,PCALoadCen,13,172.8864,137.8478446,137.8478446,5.4027,-843349.324,-1492377.13,406
4239,33827,0.107973576,32.43695092,33.51668667,8967,556785.1406,1,1,0.192030221,Substation,12,0.5184,141.9645947,141.9645947,0.0162,-843349.324,-1483737.13,406
4240,37648,0.107973576,33.3580975,34.43783325,-999,572596.7602,1,1,0.192030221,PCALoadCen,13,201.6576,142.4265069,142.4265069,6.3018,-843349.324,-1483737.13,406
4241,37648,0.108409218,34.19963402,35.2837262,-999,584686.1191,1,1,0.191259623,PCALoadCen,12,83.4624,145.5089544,145.5089544,2.6082,-843349.324,-1477977.13,406
4242,37648,0.108409218,34.19963402,35.2837262,-999,584686.1191,1,1,0.191259623,PCALoadCen,13,181.6992,145.5089544,145.5089544,5.6781,-843349.324,-1477977.13,406
4243,37648,0.108226314,33.78833587,34.87059901,-999,578630.1733,1,1,0.19158268,PCALoadCen,12,37.3248,143.9648581,143.9648581,1.1664,-843349.324,-1480857.13,406
4244,37648,0.108226314,33.78833587,34.87059901,-999,578630.1733,1,1,0.19158268,PCALoadCen,13,227.3184,143.9648581,143.9648581,7.1037,-843349.324,-1480857.13,406
4245,37648,0.108909272,35.07305893,36.16215165,-999,596862.7967,1,1,0.190380663,PCALoadCen,12,259.9776,148.6136657,148.6136657,8.1243,-843349.324,-1472217.13,406
4246,37648,0.108682737,34.64236324,35.72919061,-999,590763.8878,1,1,0.190778047,PCALoadCen,12,204.5088,147.0586149,147.0586149,6.3909,-843349.324,-1475097.13,406
4247,37648,0.108682737,34.64236324,35.72919061,-999,590763.8878,1,1,0.190778047,PCALoadCen,13,60.912,147.0586149,147.0586149,1.9035,-843349.324,-1475097.13,406
4248,37238,0.109143212,35.44688586,36.53831798,-999,601930.3194,1,1,0.189972222,PCALoadCen,12,10.8864,149.9057418,149.9057418,0.3402,-843349.324,-1466457.13,406
4249,37648,0.109167792,35.51682738,36.6085053,-999,602982.1892,1,1,0.189929441,PCALoadCen,12,141.7824,150.1739391,150.1739391,4.4307,-843349.324,-1469337.13,406
4250,35231,0.117592581,9.580976073,10.75690188,-999,151015.4592,1,1,0.17633301,PCALoadCen,11,5.184,34.93509923,34.93509923,0.162,-846229.324,-1843737.13,451
4251,35231,0.117592581,9.580976073,10.75690188,-999,151015.4592,1,1,0.17633301,PCALoadCen,12,3.1104,34.93509923,34.93509923,0.0972,-846229.324,-1843737.13,451
4252,35231,0.115809843,9.317763047,10.47586148,-999,149118.6716,1,1,0.179036811,PCALoadCen,12,125.9712,34.45147159,34.45147159,3.9366,-846229.324,-1837977.13,451
4253,35231,0.116727926,9.439820483,10.60709974,-999,149889.2373,1,1,0.177635059,PCALoadCen,11,25.6608,34.64794425,34.64794425,0.8019,-846229.324,-1840857.13,451
4254,35231,0.116727926,9.439820483,10.60709974,-999,149889.2373,1,1,0.177635059,PCALoadCen,12,122.0832,34.64794425,34.64794425,3.8151,-846229.324,-1840857.13,451
4255,35231,0.114430718,9.177486853,10.32179403,-999,148666.113,1,1,0.181221694,PCALoadCen,12,80.352,34.33608185,34.33608185,2.511,-846229.324,-1832217.13,451
4256,35231,0.115452237,9.263515819,10.41803819,-999,148709.8653,1,1,0.179591551,PCALoadCen,12,217.4688,34.34723744,34.34723744,6.7959,-846229.324,-1835097.13,451
4257,35231,0.112169251,9.016949318,10.13864183,-999,148987.7698,1,1,0.184847236,PCALoadCen,12,63.2448,34.41809532,34.41809532,1.9764,-846229.324,-1829337.13,451
4258,35231,0.112071589,9.050412993,10.17112888,-999,149672.2368,1,1,0.185009837,PCALoadCen,12,27.216,34.59261518,34.59261518,0.8505,-846229.324,-1826457.13,451
4259,35231,0.111983761,9.106126764,10.22596438,-999,150714.0646,1,1,0.185157821,PCALoadCen,12,41.9904,34.85825206,34.85825206,1.3122,-846229.324,-1823577.13,451
4260,35231,0.11134623,9.137952861,10.25141516,-999,152105.1661,1,1,0.186216012,PCALoadCen,12,66.6144,35.21294392,35.21294392,2.0817,-846229.324,-1820697.13,451
4261,35231,0.111145221,9.225260772,10.33671298,-999,153835.1177,1,1,0.186551526,PCALoadCen,12,24.3648,35.65403307,35.65403307,0.7614,-846229.324,-1817817.13,451
4262,35231,0.110139228,9.264024999,10.36541728,-999,155891.5262,1,1,0.188254237,PCALoadCen,12,19.1808,36.17835955,36.17835955,0.5994,-846229.324,-1814937.13,451
4263,35231,0.109493829,9.349570582,10.44450888,-999,158260.4314,1,1,0.189366281,PCALoadCen,12,7.776,36.78236394,36.78236394,0.243,-846229.324,-1812057.13,451
4264,35231,0.109225169,9.483880758,10.57613245,-999,160926.7189,1,1,0.189829648,PCALoadCen,12,6.48,37.46219249,37.46219249,0.2025,-846229.324,-1809177.13,451
4265,35231,0.108606666,9.791072925,10.87713959,-999,167087.5681,1,1,0.190913141,PCALoadCen,12,1.8144,39.03303624,39.03303624,0.0567,-846229.324,-1803417.13,451
4266,35231,0.108606666,9.791072925,10.87713959,-999,167087.5681,1,1,0.190913141,PCALoadCen,13,2.3328,39.03303624,39.03303624,0.0729,-846229.324,-1803417.13,451
4267,35231,0.109049074,9.641982087,10.73247283,-999,163874.5183,1,1,0.190137193,PCALoadCen,12,11.1456,38.21379864,38.21379864,0.3483,-846229.324,-1806297.13,451
4268,35231,0.109049074,9.641982087,10.73247283,-999,163874.5183,1,1,0.190137193,PCALoadCen,13,0.7776,38.21379864,38.21379864,0.0243,-846229.324,-1806297.13,451
4269,35231,0.108342126,9.969679235,11.0531005,-999,170549.5373,1,1,0.191377699,PCALoadCen,12,1.296,39.91574127,39.91574127,0.0405,-846229.324,-1800537.13,451
4270,35231,0.108342126,9.969679235,11.0531005,-999,170549.5373,1,1,0.191377699,PCALoadCen,13,1.5552,39.91574127,39.91574127,0.0486,-846229.324,-1800537.13,451
4271,35231,0.10797967,10.15157426,11.23137096,-999,174244.2933,1,1,0.192020297,PCALoadCen,12,0.2592,40.85780043,40.85780043,0.0081,-846229.324,-1797657.13,451
4272,35231,0.10797967,10.15157426,11.23137096,-999,174244.2933,1,1,0.192020297,PCALoadCen,13,5.184,40.85780043,40.85780043,0.162,-846229.324,-1797657.13,451
4273,35231,0.107321925,10.31622405,11.38944331,-999,178156.1186,1,1,0.193197697,PCALoadCen,13,19.6992,41.85520616,41.85520616,0.6156,-846229.324,-1794777.13,451
4274,35231,0.106532082,10.72407827,11.78939909,-999,186571.122,1,1,0.194628492,PCALoadCen,13,40.4352,44.00079601,44.00079601,1.2636,-846229.324,-1789017.13,451
4275,35231,0.107073784,10.53009722,11.60083506,-999,182269.8749,1,1,0.193644196,PCALoadCen,13,29.5488,42.90409864,42.90409864,0.9234,-846229.324,-1791897.13,451
4276,35231,0.106379807,10.96542946,12.02922753,-999,191043.3527,1,1,0.194907367,PCALoadCen,13,28.2528,45.14108941,45.14108941,0.8829,-846229.324,-1786137.13,451
4277,35231,0.106455714,11.23923555,12.30379269,-999,195674.3035,1,1,0.194768623,PCALoadCen,13,56.7648,46.32185198,46.32185198,1.7739,-846229.324,-1783257.13,451
4278,35231,0.106865548,11.55803275,12.62668822,-999,200454.4935,1,1,0.194023281,PCALoadCen,13,95.904,47.54066638,47.54066638,2.997,-846229.324,-1780377.13,451
4279,35231,0.107620835,11.92539018,13.00159853,-999,205372.7399,1,1,0.192660272,PCALoadCen,13,18.9216,48.79468127,48.79468127,0.5913,-846229.324,-1777497.13,451
4280,35231,0.10759718,12.21574901,13.29172081,-999,210418.6723,1,1,0.192701966,PCALoadCen,13,17.1072,50.0812525,50.0812525,0.5346,-846229.324,-1774617.13,451
