,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
8909,37264,0.109089233,20.65828496,21.74917728,-999,350976.8629,1,1,0.19006677,PCALoadCen,12,41.7312,85.91964888,85.91964888,1.3041,-935509.324,-1382937.13,406
8910,37264,0.109424397,20.32172169,21.41596567,-999,344201.3291,1,1,0.189484641,PCALoadCen,12,34.7328,84.1920778,84.1920778,1.0854,-935509.324,-1380057.13,406
8911,37264,0.109968208,20.02127359,21.12095566,-999,337436.1625,1,1,0.188547984,PCALoadCen,12,5.4432,82.46715004,82.46715004,0.1701,-935509.324,-1377177.13,406
8912,37264,0.1101221,19.64808162,20.74930262,-999,330682.0273,1,1,0.188283563,PCALoadCen,12,4.4064,80.74503501,80.74503501,0.1377,-935509.324,-1374297.13,406
8913,37264,0.110179491,19.2574807,20.35927561,-999,323939.6449,1,1,0.188185692,PCALoadCen,12,3.888,79.02591659,79.02591659,0.1215,-935509.324,-1371417.13,406
8914,37264,0.110290602,18.87634579,19.97925181,-999,317209.7992,1,1,0.187996879,PCALoadCen,12,2.8512,77.30999469,77.30999469,0.0891,-935509.324,-1368537.13,406
8915,33770,0.110770516,1.446601353,2.554306514,7241,24204.13022,1,1,0.187181354,Substation,12,0.2592,6.171374355,6.171374355,0.0081,-935509.324,-1365657.13,406
8916,37264,0.110362217,18.08967757,19.19329974,-999,303791.2101,1,1,0.187873855,PCALoadCen,12,2.592,73.88863082,73.88863082,0.081,-935509.324,-1362777.13,406
8917,37264,0.110033229,17.63876008,18.73909237,-999,297104.4149,1,1,0.188435629,PCALoadCen,12,32.9184,72.18368559,72.18368559,1.0287,-935509.324,-1359897.13,406
8918,37264,0.109724283,17.19430729,18.29155013,-999,290434.0714,1,1,0.188966513,PCALoadCen,12,104.7168,70.48293508,70.48293508,3.2724,-935509.324,-1357017.13,406
8919,37264,0.109818697,16.8149081,17.91309507,-999,283781.3999,1,1,0.18880409,PCALoadCen,12,9.3312,68.78669043,68.78669043,0.2916,-935509.324,-1354137.13,406
8920,37264,0.10984043,16.42502747,17.52343177,-999,277147.7407,1,1,0.188767493,PCALoadCen,12,9.8496,67.09529339,67.09529339,0.3078,-935509.324,-1351257.13,406
8921,37264,0.109554254,15.99141569,17.08695823,-999,270534.5687,1,1,0.189259559,PCALoadCen,12,1.296,65.40912002,65.40912002,0.0405,-935509.324,-1348377.13,406
8922,37264,0.109600931,15.22008981,16.31609912,-999,257376.3617,1,1,0.189179212,PCALoadCen,12,22.5504,62.05414627,62.05414627,0.7047,-935509.324,-1342617.13,406
8923,37264,0.109270342,14.78842292,15.88112633,-999,250835.1122,1,1,0.189752907,PCALoadCen,12,122.6016,60.38631111,60.38631111,3.8313,-935509.324,-1339737.13,406
8924,37264,0.108956955,14.36319983,15.45276939,-999,244321.9684,1,1,0.190297589,PCALoadCen,12,217.728,58.72564211,58.72564211,6.804,-935509.324,-1336857.13,406
8925,37264,0.109286807,14.02448042,15.11734849,-999,237839.3837,1,1,0.189722553,PCALoadCen,12,231.4656,57.07276483,57.07276483,7.2333,-935509.324,-1333977.13,406
8926,37264,0.109459922,13.66578045,14.76037967,-999,231390.0919,1,1,0.189422816,PCALoadCen,12,122.6016,55.42837631,55.42837631,3.8313,-935509.324,-1331097.13,406
8927,37264,0.109511405,13.29329492,14.38840897,-999,224977.1463,1,1,0.189333618,PCALoadCen,12,30.5856,53.79325504,53.79325504,0.9558,-935509.324,-1328217.13,406
8928,37264,0.109318495,12.89389099,13.98707594,-999,218603.9644,1,1,0.189668849,PCALoadCen,12,3.888,52.1682724,52.1682724,0.1215,-935509.324,-1325337.13,406
8929,37264,0.108835153,12.09639781,13.18474935,-999,205992.7073,1,1,0.19050999,PCALoadCen,12,6.9984,48.95275555,48.95275555,0.2187,-935509.324,-1319577.13,406
8930,37264,0.109156549,11.7652031,12.85676859,-999,199763.8045,1,1,0.189950019,PCALoadCen,12,15.2928,47.36456005,47.36456005,0.4779,-935509.324,-1316697.13,406
8931,37264,0.10947755,11.43519177,12.52996727,-999,193593.1633,1,1,0.18939501,PCALoadCen,12,34.2144,45.79121961,45.79121961,1.0692,-935509.324,-1313817.13,406
8932,37264,0.109373108,11.06390776,12.15763883,-999,187487.0005,1,1,0.189576536,PCALoadCen,12,109.6416,44.23431935,44.23431935,3.4263,-935509.324,-1310937.13,406
8933,37264,0.108495556,10.62181492,11.70677048,-999,181452.3699,1,1,0.191111088,PCALoadCen,12,198.288,42.69565781,42.69565781,6.1965,-935509.324,-1308057.13,406
8934,37264,0.108185515,9.901672747,10.9835279,-999,169630.8945,1,1,0.191654205,PCALoadCen,12,172.368,39.68151313,39.68151313,5.3865,-935509.324,-1302297.13,407
8935,37264,0.108326145,10.25741182,11.34067327,-999,175497.2906,1,1,0.191405579,PCALoadCen,12,198.8064,41.17727959,41.17727959,6.2127,-935509.324,-1305177.13,407
8936,37264,0.107933067,9.542679602,10.62201027,-999,163863.5967,1,1,0.192102984,PCALoadCen,12,159.9264,38.21101394,38.21101394,4.9977,-935509.324,-1299417.13,407
8937,37264,0.107933067,9.542679602,10.62201027,-999,163863.5967,1,1,0.192102984,PCALoadCen,13,38.88,38.21101394,38.21101394,1.215,-935509.324,-1299417.13,407
8938,37264,0.107483931,9.174980509,10.24981982,-999,158207.2872,1,1,0.192904919,PCALoadCen,13,184.2912,36.76881368,36.76881368,5.7591,-935509.324,-1296537.13,407
8939,37264,0.107515261,8.240330802,9.315483408,-999,142050.009,1,1,0.192849532,PCALoadCen,13,222.1344,32.6491609,32.6491609,6.9417,-935509.324,-1287897.13,407
8940,37264,0.107280143,7.929675458,9.002476885,-999,136994.0492,1,1,0.193271697,PCALoadCen,13,238.9824,31.36003295,31.36003295,7.4682,-935509.324,-1285017.13,407
8941,37264,0.107843496,8.883790005,9.962224964,-999,152675.5479,1,1,0.192261875,PCALoadCen,12,222.6528,35.3583753,35.3583753,6.9579,-935509.324,-1293657.13,407
8942,37264,0.107843496,8.883790005,9.962224964,-999,152675.5479,1,1,0.192261875,PCALoadCen,13,14.256,35.3583753,35.3583753,0.4455,-935509.324,-1293657.13,407
8943,37264,0.107749909,8.562626779,9.640125871,-999,147283.8899,1,1,0.192428857,PCALoadCen,12,89.1648,33.98365371,33.98365371,2.7864,-935509.324,-1290777.13,407
8944,37264,0.107749909,8.562626779,9.640125871,-999,147283.8899,1,1,0.192428857,PCALoadCen,13,150.8544,33.98365371,33.98365371,4.7142,-935509.324,-1290777.13,407
8945,37264,0.107307501,7.650597719,8.723672731,-999,132138.8559,1,1,0.193222255,PCALoadCen,13,205.0272,30.12209483,30.12209483,6.4071,-935509.324,-1282137.13,407
8946,37264,0.107351162,7.385448283,8.458959899,-999,127507.8245,1,1,0.193144321,PCALoadCen,13,177.2928,28.9413117,28.9413117,5.5404,-935509.324,-1279257.13,407
8947,37264,0.107273579,7.126493441,8.199229227,-999,123125.9995,1,1,0.193283975,PCALoadCen,13,141.264,27.82406923,27.82406923,4.4145,-935509.324,-1276377.13,407
8948,37264,0.107167155,6.882653079,7.954324624,-999,119030.7723,1,1,0.193475217,PCALoadCen,13,74.6496,26.77990115,26.77990115,2.3328,-935509.324,-1273497.13,407
8949,37264,0.107610494,6.493714193,7.569819132,-999,111841.6439,1,1,0.192678094,PCALoadCen,13,126.7488,24.94687505,24.94687505,3.9609,-935509.324,-1267737.13,407
8950,37264,0.107317559,6.673796708,7.746972302,-999,115256.9223,1,1,0.193203956,PCALoadCen,13,171.3312,25.81767523,25.81767523,5.3541,-935509.324,-1270617.13,407
8951,37264,0.107737869,6.325965558,7.403344248,-999,108823.6894,1,1,0.1924503,PCALoadCen,13,162,24.17738129,24.17738129,5.0625,-935509.324,-1264857.13,407
8952,37264,0.107625939,6.16945351,7.245712899,-999,106242.0657,1,1,0.192651227,PCALoadCen,13,169.2576,23.51913964,23.51913964,5.2893,-935509.324,-1261977.13,407
8953,37264,0.1072971,6.028602951,7.101573952,-999,104134.2725,1,1,0.193240866,PCALoadCen,13,172.368,22.98171151,22.98171151,5.3865,-935509.324,-1259097.13,407
8954,37264,0.10688623,5.851775561,6.920637865,-999,101469.5909,1,1,0.193985924,PCALoadCen,13,36.8064,22.30229243,22.30229243,1.1502,-935509.324,-1253337.13,407
8955,37264,0.107256964,5.933749509,7.006319147,-999,102534.159,1,1,0.193313122,PCALoadCen,13,124.9344,22.57372743,22.57372743,3.9042,-935509.324,-1256217.13,407
8956,37264,0.107064277,5.832149608,6.902792378,-999,100960.239,1,1,0.193661675,PCALoadCen,13,12.7008,22.17242198,22.17242198,0.3969,-935509.324,-1250457.13,407
8957,37264,0.107106559,5.837680496,6.908746086,-999,101015.8538,1,1,0.19358477,PCALoadCen,13,149.8176,22.1866022,22.1866022,4.6818,-935509.324,-1247577.13,407
8958,37264,0.107017688,5.868613229,6.938790113,-999,101635.3597,1,1,0.19374536,PCALoadCen,13,17.1072,22.34455883,22.34455883,0.5346,-935509.324,-1244697.13,407
8959,37264,0.107143737,5.943252939,7.014690313,-999,102806.9566,1,1,0.193517506,PCALoadCen,13,71.28,22.64328317,22.64328317,2.2275,-935509.324,-1241817.13,407
8960,37264,0.107556939,6.064951949,7.140521341,-999,104509.2073,1,1,0.192774311,PCALoadCen,13,172.6272,23.07730937,23.07730937,5.3946,-935509.324,-1238937.13,407
8961,37264,0.10748741,6.188835275,7.263709378,-999,106712.8875,1,1,0.192898974,PCALoadCen,13,251.6832,23.63918599,23.63918599,7.8651,-935509.324,-1236057.13,407
8962,37264,0.107253447,6.329896726,7.402431198,-999,109383.249,1,1,0.193319723,PCALoadCen,13,243.648,24.32005329,24.32005329,7.614,-935509.324,-1233177.13,407
8963,37264,0.106970556,6.492080146,7.561785706,-999,112482.337,1,1,0.193830639,PCALoadCen,13,259.7184,25.1102338,25.1102338,8.1162,-935509.324,-1230297.13,407
8964,37264,0.107025176,6.696850211,7.767101974,-999,115971.0695,1,1,0.193731859,PCALoadCen,13,252.2016,25.99976274,25.99976274,7.8813,-935509.324,-1227417.13,407
8965,37264,0.10697253,6.915178504,7.984903809,-999,119810.9122,1,1,0.193827301,PCALoadCen,13,193.104,26.97881493,26.97881493,6.0345,-935509.324,-1224537.13,407
8966,37264,0.106766634,7.141160465,8.208826802,-999,123965.0902,1,1,0.194201499,PCALoadCen,13,53.3952,28.03801382,28.03801382,1.6686,-935509.324,-1221657.13,407
8967,37264,0.106516689,7.37929703,8.444463921,-999,128399.3654,1,1,0.194656923,PCALoadCen,13,27.216,29.16862963,29.16862963,0.8505,-935509.324,-1218777.13,407
8968,37264,0.106468037,7.926645024,8.991325392,-999,137986.1594,1,1,0.194745794,PCALoadCen,13,65.0592,31.61299321,31.61299321,2.0331,-935509.324,-1213017.13,407
8969,37264,0.106155165,7.622495641,8.684047286,-999,133082.4519,1,1,0.195319489,PCALoadCen,13,34.7328,30.36268535,30.36268535,1.0854,-935509.324,-1215897.13,407
8970,37264,0.106705569,8.237893319,9.304949006,-999,143085.3473,1,1,0.194312602,PCALoadCen,13,227.8368,32.91314312,32.91314312,7.1199,-935509.324,-1210137.13,407
8971,37264,0.106957003,8.561586029,9.631156064,-999,148357.7607,1,1,0.19385545,PCALoadCen,13,242.6112,34.25746066,34.25746066,7.5816,-935509.324,-1207257.13,407
8972,37264,0.107166804,8.892135622,9.963803666,-999,153783.7997,1,1,0.193475723,PCALoadCen,13,192.8448,35.64094842,35.64094842,6.0264,-935509.324,-1204377.13,407
8973,37264,0.106885679,9.189594778,10.25845157,-999,159346.2599,1,1,0.193984702,PCALoadCen,13,84.24,37.05921975,37.05921975,2.6325,-935509.324,-1201497.13,407
8974,37264,0.107759312,10.274308,11.35190112,-999,176710.6017,1,1,0.192411929,PCALoadCen,13,2.592,41.4866399,41.4866399,0.081,-935509.324,-1192857.13,407
8975,37264,0.107866108,9.941775298,11.02043638,-999,170822.0325,1,1,0.192221478,PCALoadCen,12,61.1712,39.98521991,39.98521991,1.9116,-935509.324,-1195737.13,407
8976,37264,0.107866108,9.941775298,11.02043638,-999,170822.0325,1,1,0.192221478,PCALoadCen,13,25.6608,39.98521991,39.98521991,0.8019,-935509.324,-1195737.13,407
8977,37264,0.107579492,9.57896788,10.6547628,-999,165030.0687,1,1,0.19273755,PCALoadCen,12,47.952,38.5084316,38.5084316,1.4985,-935509.324,-1198617.13,407
8978,37264,0.107579492,9.57896788,10.6547628,-999,165030.0687,1,1,0.19273755,PCALoadCen,13,22.032,38.5084316,38.5084316,0.6885,-935509.324,-1198617.13,407
8979,37264,0.109075472,14.07668798,15.1674427,-999,239187.3435,1,1,0.190090179,PCALoadCen,12,76.7232,57.41645679,57.41645679,2.3976,-935509.324,-1164057.13,407
8980,37264,0.108905904,13.67532297,14.76438201,-999,232729.3569,1,1,0.190386236,PCALoadCen,12,124.416,55.76985132,55.76985132,3.888,-935509.324,-1166937.13,407
8981,37264,0.107961297,14.69080992,15.77042289,-999,252198.4915,1,1,0.192051947,PCALoadCen,12,0.2592,60.7339346,60.7339346,0.0081,-935509.324,-1158297.13,413
8982,35301,0.105800427,20.20744248,21.26544676,-999,353988.1145,1,1,0.19597438,PCALoadCen,13,230.4288,86.68743358,86.68743358,7.2009,-935509.324,-1106457.13,413
8983,35301,0.105823033,20.15387583,21.21210616,-999,352974.2893,1,1,0.195932493,PCALoadCen,13,263.6064,86.4289366,86.4289366,8.2377,-935509.324,-1103577.13,413
8984,35301,0.105941668,20.12660356,21.18602024,-999,352103.1521,1,1,0.195713773,PCALoadCen,13,265.4208,86.20682104,86.20682104,8.2944,-935509.324,-1100697.13,413
8985,35301,0.106340677,20.16074573,21.22415249,-999,351375.8081,1,1,0.194978729,PCALoadCen,13,265.1616,86.02136873,86.02136873,8.2863,-935509.324,-1097817.13,413
8986,35301,0.106256925,20.1114597,21.17402895,-999,350793.189,1,1,0.195132464,PCALoadCen,13,265.1616,85.87281719,85.87281719,8.2863,-935509.324,-1094937.13,413
8987,35301,0.1057823,19.99646865,21.05429165,-999,350356.0468,1,1,0.196010023,PCALoadCen,13,265.4208,85.7613582,85.7613582,8.2944,-935509.324,-1092057.13,413
8988,35301,0.10538362,19.90468448,20.95852067,-999,350064.9493,1,1,0.196750253,PCALoadCen,13,265.4208,85.68713648,85.68713648,8.2944,-935509.324,-1089177.13,413
8989,35301,0.105170324,19.85622764,20.90793088,-999,349920.276,1,1,0.197148889,PCALoadCen,13,265.4208,85.65024885,85.65024885,8.2944,-935509.324,-1086297.13,413
8990,35301,0.105098687,19.84284265,20.89382952,-999,349922.2162,1,1,0.19728297,PCALoadCen,13,264.9024,85.65074354,85.65074354,8.2782,-935509.324,-1083417.13,413
8991,35304,0.10523811,19.81125214,20.86363324,-999,348902.9116,1,1,0.197021961,PCALoadCen,13,265.4208,85.39084947,85.39084947,8.2944,-935509.324,-1080537.13,413
8992,35304,0.104951963,19.36100623,20.41052586,-999,341904.7473,1,1,0.197560072,PCALoadCen,13,264.6432,83.60651384,83.60651384,8.2701,-935509.324,-1077657.13,413
8993,35304,0.104662739,18.91254838,19.95917577,-999,334907.476,1,1,0.198105603,PCALoadCen,13,190.2528,81.82240592,81.82240592,5.9454,-935509.324,-1074777.13,413
8994,35304,0.104509801,18.49025538,19.53535338,-999,327911.1576,1,1,0.19839707,PCALoadCen,13,30.8448,80.03854095,80.03854095,0.9639,-935509.324,-1071897.13,413
8995,35304,0.104639195,17.32874049,18.37513244,-999,306928.6018,1,1,0.198149204,PCALoadCen,13,265.1616,74.68857773,74.68857773,8.2863,-935509.324,-1063257.13,413
8996,35304,0.104564019,18.10542127,19.15106145,-999,320915.8571,1,1,0.198291689,PCALoadCen,13,20.4768,78.25493552,78.25493552,0.6399,-935509.324,-1069017.13,413
8997,35304,0.10462752,17.7215745,18.76784969,-999,313921.6459,1,1,0.198171377,PCALoadCen,13,154.224,76.47160782,76.47160782,4.8195,-935509.324,-1066137.13,413
8998,35304,0.104733273,16.94916582,17.99649855,-999,299936.8107,1,1,0.197971836,PCALoadCen,13,265.4208,72.90586708,72.90586708,8.2944,-935509.324,-1060377.13,413
8999,35304,0.105111092,16.61390651,17.66501744,-999,292946.3666,1,1,0.197259679,PCALoadCen,13,265.4208,71.1234999,71.1234999,8.2944,-935509.324,-1057497.13,413
9000,35304,0.105020307,16.20352981,17.25373288,-999,285957.3735,1,1,0.197430223,PCALoadCen,13,265.4208,69.34150267,69.34150267,8.2944,-935509.324,-1054617.13,413
9001,35304,0.105069183,15.81494844,16.86564027,-999,278969.9461,1,1,0.197338402,PCALoadCen,13,265.4208,67.55990467,67.55990467,8.2944,-935509.324,-1051737.13,413
9002,35304,0.104898036,15.39369511,16.44267547,-999,271984.2117,1,1,0.197661817,PCALoadCen,13,265.4208,65.77873833,65.77873833,8.2944,-935509.324,-1048857.13,413
9003,35304,0.104548186,14.94851053,15.99399239,-999,265000.3117,1,1,0.19832179,PCALoadCen,13,265.4208,63.9980397,63.9980397,8.2944,-935509.324,-1045977.13,413
9004,35304,0.104571193,14.55786357,15.60357551,-999,258018.4035,1,1,0.198278219,PCALoadCen,13,265.1616,62.21784894,62.21784894,8.2863,-935509.324,-1043097.13,413
9005,35304,0.104431972,14.14519976,15.18951948,-999,251038.6632,1,1,0.198542506,PCALoadCen,13,265.4208,60.43821091,60.43821091,8.2944,-935509.324,-1040217.13,413
9006,35304,0.104348719,13.74108595,14.78457314,-999,244061.288,1,1,0.19870089,PCALoadCen,13,262.5696,58.65917594,58.65917594,8.2053,-935509.324,-1037337.13,413
9007,35304,0.104294732,13.34147237,14.38441969,-999,237086.5,1,1,0.198803961,PCALoadCen,13,265.1616,56.8808006,56.8808006,8.2863,-935509.324,-1034457.13,412
9008,35304,0.104205139,12.93801274,13.98006413,-999,230114.5495,1,1,0.198974982,PCALoadCen,13,265.4208,55.10314877,55.10314877,8.2944,-935509.324,-1031577.13,412
9009,35304,0.104398295,12.17712094,13.22110389,-999,216180.3352,1,1,0.198606536,PCALoadCen,13,259.7184,51.55031495,51.55031495,8.1162,-935509.324,-1025817.13,412
9010,35304,0.104266547,12.55361337,13.59627884,-999,223145.7203,1,1,0.198857412,PCALoadCen,13,264.6432,53.32629278,53.32629278,8.2701,-935509.324,-1028697.13,412
9011,35304,0.104453668,11.79123959,12.83577627,-999,209218.7629,1,1,0.198501199,PCALoadCen,13,265.4208,49.77530927,49.77530927,8.2944,-935509.324,-1022937.13,412
9012,35304,0.104424104,11.39590224,12.44014328,-999,202261.4264,1,1,0.198557511,PCALoadCen,13,265.4208,48.00138358,48.00138358,8.2944,-935509.324,-1020057.13,412
9013,35304,0.104267947,10.98772847,12.03040794,-999,195308.8132,1,1,0.198854715,PCALoadCen,13,265.4208,46.22866221,46.22866221,8.2944,-935509.324,-1017177.13,412
9014,35304,0.104117006,10.58152924,11.6226993,-999,188361.4883,1,1,0.199143276,PCALoadCen,13,265.4208,44.45728922,44.45728922,8.2944,-935509.324,-1014297.13,412
9015,35304,0.104188427,10.19854662,11.24043089,-999,181420.1102,1,1,0.199007347,PCALoadCen,13,265.4208,42.68743248,42.68743248,8.2944,-935509.324,-1011417.13,412
9016,35304,0.104365163,9.82533056,10.86898219,-999,174485.4504,1,1,0.19867079,PCALoadCen,13,261.2736,40.91928873,40.91928873,8.1648,-935509.324,-1008537.13,412
9017,35304,0.104561277,9.453026725,10.49863949,-999,167558.4192,1,1,0.198297545,PCALoadCen,13,233.7984,39.15309005,39.15309005,7.3062,-935509.324,-1005657.13,412
9018,35304,0.104521438,8.669679674,9.714894058,-999,153731.7793,1,1,0.198373005,PCALoadCen,13,252.2016,35.62768467,35.62768467,7.8813,-935509.324,-999897.1304,412
9019,35304,0.104496248,9.057075028,10.10203751,-999,160640.0976,1,1,0.19842115,PCALoadCen,13,255.312,37.38911208,37.38911208,7.9785,-935509.324,-1002777.13,412
9020,35304,0.104538985,7.893899266,8.939289112,-999,139951.7345,1,1,0.198339254,PCALoadCen,13,238.2048,32.11415973,32.11415973,7.4439,-935509.324,-994137.1304,412
9021,35304,0.104532957,8.281665836,9.326995406,-999,146835.025,1,1,0.198350787,PCALoadCen,13,228.3552,33.86920577,33.86920577,7.1361,-935509.324,-997017.1304,412
9022,35304,0.104586355,7.509935427,8.555798981,-999,133084.2423,1,1,0.198249638,PCALoadCen,13,239.76,30.36314185,30.36314185,7.4925,-935509.324,-991257.1304,412
9023,35304,0.105111688,7.159252248,8.210369132,-999,126235.4486,1,1,0.197258458,PCALoadCen,13,256.0896,28.61689155,28.61689155,8.0028,-935509.324,-988377.1304,412
9024,35304,0.105328262,6.786042355,7.839324974,-999,119408.9982,1,1,0.196853191,PCALoadCen,13,243.9072,26.87633815,26.87633815,7.6221,-935509.324,-985497.1304,412
9025,35304,0.105276145,6.39646136,7.449222811,-999,112609.5314,1,1,0.196950614,PCALoadCen,13,257.904,25.14266482,25.14266482,8.0595,-935509.324,-982617.1304,412
9026,35304,0.105233125,6.009650461,7.061981715,-999,105843.0415,1,1,0.19703123,PCALoadCen,13,260.496,23.41739967,23.41739967,8.1405,-935509.324,-979737.1304,412
9027,35304,0.105496973,5.641894294,6.696864022,-999,99117.39349,1,1,0.196538165,PCALoadCen,13,246.7584,21.70254806,21.70254806,7.7112,-935509.324,-976857.1304,412
9028,35304,0.105190083,5.246671578,6.298572412,-999,92443.09329,1,1,0.197111771,PCALoadCen,13,226.0224,20.0007887,20.0007887,7.0632,-935509.324,-973977.1304,412
9029,35304,0.104897439,4.488842679,5.537817074,-999,79311.41349,1,1,0.197662041,PCALoadCen,13,176.5152,16.65257866,16.65257866,5.5161,-935509.324,-968217.1304,412
9030,35304,0.104931951,4.859614017,5.908933523,-999,85834.45485,1,1,0.197597682,PCALoadCen,13,206.3232,18.31577125,18.31577125,6.4476,-935509.324,-971097.1304,412
9031,35304,0.105046988,4.131979854,5.182449729,-999,72902.41395,1,1,0.197381154,PCALoadCen,13,238.464,15.01846353,15.01846353,7.452,-935509.324,-965337.1304,412
9032,35304,0.104586579,3.761013556,4.806879345,-999,66649.11981,1,1,0.198249221,PCALoadCen,13,263.3472,13.42404891,13.42404891,8.2296,-935509.324,-962457.1304,412
9033,35304,0.104650497,3.099600986,4.146105961,-999,54894.57347,1,1,0.198127881,PCALoadCen,13,227.3184,10.42696927,10.42696927,7.1037,-935509.324,-956697.1304,412
9034,35304,0.104638398,3.422162183,4.46854616,-999,60614.23681,1,1,0.198150888,PCALoadCen,13,248.0544,11.885323,11.885323,7.7517,-935509.324,-959577.1304,412
9035,35304,0.104719706,2.804879756,3.852076814,-999,49642.20833,1,1,0.197997093,PCALoadCen,13,213.0624,9.08776347,9.08776347,6.6582,-935509.324,-953817.1304,412
9036,35304,0.105028383,2.357588696,3.407872531,-999,41603.15551,1,1,0.197415024,PCALoadCen,13,243.3888,7.038030471,7.038030471,7.6059,-935509.324,-948057.1304,412
